rest_link,budget_dummy,discount_dummy,chain_dummy,city_dummy,longitude,latitude,pic_count,primary_cuisine,cuisines_list,cuisine_names,categories_count,category_names,products_count,products_names,feat_products_count,feat_products_names
m4du/he-ma-ma-mian-fang,2,False,,kaohsiung-city,120.3120346069336,22.62033462524414,15,台式,['台式'],台式,1,主食,14,XO醬拉麵【獨家餐點】XO醬疙瘩【獨家餐點】肉骨茶麵【獨家餐點】肉骨茶冬粉【獨家餐點】肉骨茶麵疙瘩【獨家餐點】南瓜濃湯蔬菜拉麵【獨家餐點】南瓜濃湯蔬菜麵疙瘩【獨家餐點】南瓜濃湯海鮮拉麵【獨家餐點】南瓜濃湯海鮮疙瘩【獨家餐點】高麗菜豬肉水餃【獨家餐點】酸辣湯拉麵【獨家餐點】酸辣湯麵疙瘩【獨家餐點】酸辣湯餃【獨家餐點】黑芝麻涼麵【獨家餐點】,6,XO醬疙瘩【獨家餐點】肉骨茶麵【獨家餐點】南瓜濃湯蔬菜拉麵【獨家餐點】南瓜濃湯蔬菜麵疙瘩【獨家餐點】高麗菜豬肉水餃【獨家餐點】酸辣湯餃【獨家餐點】
i0ge/jin-tian-chi-mian-1,2,True,,kaohsiung-city,120.3120346069336,22.62033462524414,9,台式,"['麵食', '台式']",麵食台式,5,麵類乾麵類飯類湯類餃子類,25,番茄排骨麵-豬肉產地台灣番茄蔬菜麵蔥燒排骨麵-豬肉產地台灣餛飩湯麵-豬肉產地台灣榨菜湯麵-豬肉產地台灣陽春湯麵-豬肉產地台灣八寶麵疙瘩-豬肉產地台灣番茄排骨拌麵-豬肉產地台灣番茄蔬菜拌麵麻醬乾麵-豬肉產地台灣皮蛋麻醬麵-豬肉產地台灣蔥燒排骨拌麵-豬肉產地台灣餛飩乾麵-豬肉產地台灣陽春乾麵-豬肉產地台灣番茄排骨飯-豬肉產地台灣蔥燒排骨飯-豬肉產地台灣茄汁雞腿飯-豬肉產地台灣檸檬雞腿飯番茄蔬菜飯番茄蔬菜湯綜合丸湯-豬肉產地台灣貢丸湯-豬肉產地台灣魚丸湯蔬菜湯餃高麗菜手工餃-豬肉產地台灣,6,番茄排骨麵-豬肉產地台灣番茄蔬菜麵蔥燒排骨麵-豬肉產地台灣皮蛋麻醬麵-豬肉產地台灣蔥燒排骨拌麵-豬肉產地台灣高麗菜手工餃-豬肉產地台灣
z1bq/one-plus-coffee-yi-jia-ka-pei-guan,2,False,,kaohsiung-city,120.3120346069336,22.62033462524414,0,台式,"['飲料', '台式', '咖啡輕食']",飲料台式咖啡輕食,0,,0,,1,NANANANANANA
shzr/fu-long-yue-tai-tie-lu-bian-dang-ling-ya-fu-xing-dian,1,False,,kaohsiung-city,120.3120346069336,22.62033462524414,13,台式,"['台式', '便當']",台式便當,1,精緻餐盒,13,鐵路便當蔬菜便當鯖魚便當海陸雙拼便當琵琶滷雞便當鹹豬肉便當香腸便當鯛魚便當炸排便當滷排便當味噌雞便當炸雞排便當炸雞腿便當,6,琵琶滷雞便當鹹豬肉便當滷排便當味噌雞便當炸雞排便當炸雞腿便當
z0sj/mai-wei-deng-ling-ya-xing-zhong-dian,1,True,,kaohsiung-city,120.3120346069336,22.62033462524414,56,台式,"['早餐', '台式']",早餐台式,15,指定餐點專區握蛋捲餅布里歐皇厚吐司系列美味推薦義大利麵主廚推薦精選早餐經典麵包【滿分堡】經典麵包【乳酪堡、丹麥堡、可頌】中式系列抹醬系列沙拉湯品點心系列經典咖啡風味飲品,128,奶茶(480ml)x2燻雞握蛋捲餅德腸握蛋捲餅豬排握蛋捲餅蜜糖起司布里歐皇厚吐司香蒜布里歐皇后吐司顆粒花生布里歐皇厚吐司蜜糖奶油布里歐皇厚吐司巧克力布里歐皇厚吐司蘿勒燻雞三明治特餐泰式卡滋脆雞特餐招牌特餐法式特餐幸福特餐美式鬆餅特餐樂活特餐港式特餐法式蘿勒鮪魚特餐紐澳純牛漢堡排特餐威爾遜嫩煎腿排可頌餐乳酪麵包兒童餐健康好食嫩雞餐茄汁檸檬雞義大利麵奶油培根義大利麵青醬蘑菇義大利麵青醬雞肉義大利麵咖哩唐揚雞蛋包飯威爾遜嫩煎腿排蛋包飯蘿勒燻雞焗飯巴沃斯特焗飯西式紅酒牛肉飯火腿蛋漢堡/湯種鮮蔬蛋漢堡/湯種豬肉蛋漢堡/湯種培根蛋漢堡/湯種香雞蛋漢堡/湯種鮮蛋沙拉鮪魚蛋燻雞蛋漢堡/湯種泡菜豬肉蛋漢堡/湯種黑胡椒豬排蛋漢堡/湯種檸檬雞蛋漢堡/湯種羅漢素齋蛋漢堡/湯種卡滋雞腿蛋漢堡/湯種超厚牛肉起司蛋漢堡/湯種MWD總匯三明治超厚雞肉起司蛋漢堡/湯種歐姆蛋滿分堡火腿薯餅滿分蛋堡豬肉起司蛋滿分堡鮪魚蛋滿分堡港式豬肉蛋滿分堡黑胡椒豬排蛋滿分堡秘制腿丁蛋滿分堡花生厚牛起司蛋滿分堡港式雞扒包原塊嫩雞起司蛋滿分堡鮮蔬蛋乳酪堡/丹麥堡/可頌歐姆蛋乳酪堡/丹麥堡/可頌檸檬雞蛋乳酪堡/丹麥堡/可頌燻雞蛋乳酪堡/丹麥堡/可頌秘制腿丁蛋乳酪堡/丹麥堡/可頌卡滋雞腿蛋乳酪堡/丹麥堡/可頌超厚牛肉起司蛋乳酪堡/丹麥堡/可頌玉米蛋餅肉鬆蛋餅火腿蛋餅起司蛋餅培根蛋餅泡菜蛋餅熱狗蛋餅鮪魚蛋餅燻雞蛋餅火腿玉米蛋餅鮮蔬玉米蛋餅培根起司蛋餅薯餅蛋餅豬排蛋餅蘿蔔糕手工蔥抓蛋餅黃金泡菜蔥抓餅黃金泡菜酥炸餃黃金泡菜蘿蔔糕吐司抹醬湯種抹醬丹麥抹醬燻雞沙拉鮮蛋 沙拉嫩雞沙拉巧達濃湯荷包蛋雞優熱狗德式香腸法國吐司（甜）歐姆蛋美式鬆餅（甜）雞塊黃金脆薯香檸雞柳條QQ棒四角薯餅薯餅蛋塔時蔬嫩蛋嫩煎雞腿排唐揚雞塊卡滋雞腿美式咖啡拿鐵咖啡焦糖拿鐵榛果拿鐵錫蘭紅茶錫蘭紅茶【660ml】冰釀綠茶【360ml】冰釀綠茶冰釀綠茶【660ml】豆漿奶茶【M】奶茶【660ml】手熬冬瓜茶 【限冰飲】夏威夷冰茶【限冰飲】熱帶水果茶【限冰飲】萊姆蜜紅茶【限冰飲】鮮檸冬瓜茶【限冰飲】山藥薏仁柳橙汁 【限冰飲】可可牛奶紅茶拿鐵紐西蘭牛奶,6,奶茶(480ml)x2豬肉蛋漢堡/湯種豬肉起司蛋滿分堡雞塊黃金脆薯薯餅蛋塔
z2hc/tian-tian-chao-fan,1,False,,kaohsiung-city,120.3120346069336,22.62033462524414,5,台式,['台式'],台式,2,精緻餐點炒麵類,21,火腿蛋炒飯肉絲蛋炒飯香腸蛋炒飯蝦仁蛋炒飯茄汁蛋炒飯培根蛋炒飯蛋炒飯咖哩蛋炒飯蒜香蛋炒飯肉絲古早味蛋炒飯三杯雞蛋炒飯櫻花蝦蛋炒飯鹹豬肉蛋炒飯燻雞蛋炒飯貢丸湯蛋花湯什錦炒意麵什錦炒泡麵炒泡菜泡麵炒咖哩泡麵炒泡菜意麵,6,蝦仁蛋炒飯蒜香蛋炒飯肉絲古早味蛋炒飯三杯雞蛋炒飯什錦炒意麵什錦炒泡麵
dyu7/fen-qi-hu-liu-jia-tie-lu-bian-dang,2,True,,kaohsiung-city,120.3120346069336,22.62033462524414,14,台式,"['台式', '便當']",台式便當,2,特色餐盒系列單點,14,懷舊排骨飯餐盒【獨家餐點】古早味焢肉飯餐盒【獨家餐點】台式滷豬腳飯餐盒【獨家餐點】炸蒜香雞排飯餐盒【獨家餐點】泰式椒麻雞飯餐盒【獨家餐點】日式蒲燒鯛魚飯餐盒【獨家餐點】酥炸魚排飯餐盒【獨家餐點】橙汁咕咾肉飯餐盒【獨家餐點】香煎鯖魚飯餐盒【獨家餐點】招牌雙拼餐盒【獨家餐點】懷舊雙拼餐盒【獨家餐點】海陸雙拼餐盒【獨家餐點】異國雙拼餐盒【獨家餐點】今日特湯【獨家餐點】,6,懷舊排骨飯餐盒【獨家餐點】台式滷豬腳飯餐盒【獨家餐點】炸蒜香雞排飯餐盒【獨家餐點】泰式椒麻雞飯餐盒【獨家餐點】橙汁咕咾肉飯餐盒【獨家餐點】招牌雙拼餐盒【獨家餐點】
y1nx/zao-an-mei-zhi-cheng-ling-ya-huo-li-ren-ai-dian,1,True,zao-an-mei-zhi-cheng,kaohsiung-city,120.3120346069336,22.62033462524414,14,台式,"['早餐', '台式']",早餐台式,9,經典吐司佛卡夏法式燒餅丹麥土司蛋餅點心炸物嚴選飲品研磨咖啡午餐系列,40,無法提供客製化商品，飲品不可調整甜度，不可與其他折扣併用果醬厚片藍莓乳酪果醬厚片藍莓乳酪佛卡夏蛋沙拉佛卡夏蘋果核桃佛卡夏里肌豬排佛卡夏蘋果核桃法式燒餅起司蛋法式燒餅培根蛋法式燒餅薯泥法式燒餅薯泥蛋丹麥土司洋蔥鮪魚蛋丹麥土司培根蛋丹麥土司燻雞蛋丹麥土司原味蛋餅玉米蛋餅火腿蛋餅培根蛋餅洋蔥鮪魚蛋餅起司蛋餅薯泥起司蛋餅里肌豬排蛋餅港式蘿蔔糕熱狗薯餅雞塊德式香腸黃金脆薯皇家奶茶極品紅茶台灣四季春鮮奶茶招牌咖啡美式咖啡拿鐵咖啡黃金煎餃豬柳鐵板麵豬柳鐵板烏龍麵日式煎餃,6,洋蔥鮪魚蛋餅港式蘿蔔糕雞塊黃金脆薯鮮奶茶豬柳鐵板麵
k3jq/he-feng-gu-zao-wei-yang-chun-mian,1,True,,kaohsiung-city,120.3120346069336,22.62033462524414,48,台式,"['麵食', '台式']",麵食台式,3,主食類湯類小菜類,81,沙茶麻醬麵陽春麵塩水意麵米粉粿仔條餛飩麵鴨肉麵鴨肉冬粉肝連肉麵豬舌麵蒜香乾拌意麵下水湯意麵下水米粉湯下水湯粿條下水冬粉湯下水湯麵青椒拌香干青椒拌豆芽鴨肉粿仔條鴨肉意麵餛飩湯魚丸湯鱈魚丸湯貢丸湯菜頭湯鴨米血湯肝連肉湯豬舌湯下水湯下水湯麵脆腸湯【喉管】豬粉腸湯綜合丸湯魚丸菜頭湯菜頭貢丸湯菜頭米血湯嘴邊肉湯地瓜葉拌松花現燙時蔬豆芽拌鴨腸豆芽拌鴨胗香拌抄手皮蛋豆腐涼拌豬頭皮沙拉魚蛋鴨米血盤煙燻鴨肉盤（小）煙燻鴨肉盤（大）三色蛋白灼鮮魷香拌菜頭生腸嫩豆腐（冷）日式風味蟹肉棒豬耳朵鹽水豬舌豬頭皮脆腸（豬喉管）肝連肉嘴邊肉鴨胗滷大腸頭豬粉腸大豆干小豆干2片百頁豆腐樓梯大貢丸手工紅粉腸（紅糟魚肉）手工白粉腸（原味魚肉）皮蛋海帶2片冷凍生餛飩盒（30粒）涼拌沙拉過貓香拌金針菇川燙澎湖小卷煙燻鴨翅蔗燻鯊魚煙涼拌小黃瓜中肉捲煙燻墨魚條玉子燒,6,沙茶麻醬麵陽春麵塩水意麵粿仔條蒜香乾拌意麵現燙時蔬
d28p/deng-ji-jia-chang-niu-rou-mian,2,True,,kaohsiung-city,120.3120346069336,22.62033462524414,33,台式,"['麵食', '台式']",麵食台式,5,麵類 飯類冬粉滷味和小菜湯類,39,招牌牛肉蛋花湯麵特選牛筋肉蛋花湯麵牛肉蛋花清湯麵榨菜肉絲蛋花湯麵招牌牛肉乾拌麵招牌炸醬麵榨菜肉絲湯麵餛飩湯麵招牌牛肉湯麵咖哩牛肉麵榨菜肉絲乾拌麵牛肉炒飯什錦炒飯蝦仁蛋炒飯肉絲蛋炒飯火腿蛋炒飯蛋炒飯牛肉燴飯牛肉冬粉榨菜肉絲湯冬粉餛飩清湯冬粉滷豆乾滷豬皮滷豆皮涼拌海帶絲涼拌小黃瓜滷花生滷海帶滷麵腸招牌滷牛肚招牌滷牛腱子心肉招牌滷大腸頭招牌滷牛筋滷豬耳朵滷豬頭皮招牌牛肉青菜蛋花湯炸菜肉絲湯餛飩湯蛋花青菜湯,6,招牌牛肉蛋花湯麵招牌炸醬麵招牌牛肉湯麵榨菜肉絲乾拌麵牛肉炒飯蝦仁蛋炒飯
z0dy/da-bu-tie-ban-shao-gao-xiong-san-duo-dian,3,True,da-bu-tie-ban-shao,kaohsiung-city,120.3120346069336,22.62033462524414,19,台式,"['鐵板燒', '台式']",鐵板燒台式,2,套餐系列單點系列,30,極選美味分享餐A澎湃美味分享餐B三鮮大草蝦巴沙魚杏鮑菇牛小排牛肉白飯羊肉花枝菲力蛤蠣蟳肉鐵板豆腐豬肉豬菲力雞肉香菇香菇炒干貝鮭魚鮮蚵鱈魚荷包蛋【全熟】荷包蛋【半熟】塔香蛋蔥蛋松阪豬蝦仁散蛋,6,極選美味分享餐A三鮮巴沙魚菲力豬菲力鱈魚
f8sy/fu-ju-xuan-yang-sheng-su-shi-guan,1,False,,kaohsiung-city,120.3120346069336,22.62033462524414,10,台式,"['素食', '台式']",素食台式,8,便當系列鍋燒系列當歸系列香菇羹系列砂鍋素魚系列湯系列蛋包飯系列火鍋系列,40,蔬食養生便當全菜蔬食養生便當炒飯炒冬粉炒米粉炒泡麵糖心蛋鍋燒意麵鍋燒米粉鍋燒冬粉鍋燒拉麵鍋燒泡麵鍋燒雞絲麵當歸湯當歸米粉當歸意麵當歸雞絲當歸冬粉當歸拉麵當歸泡麵香菇羹香菇羹米粉香菇羹意麵香菇羹雞絲香菇羹冬粉香菇羹拉麵香菇羹泡麵砂鍋素魚湯砂鍋素魚米粉砂鍋素魚意麵砂鍋素魚雞絲砂鍋素魚冬粉砂鍋素魚拉麵砂鍋素魚泡麵竹筍湯菜頭玉米湯紫菜蛋花湯蛋包飯原味火鍋香辣泡菜鍋,6,蔬食養生便當全菜蔬食養生便當炒飯炒泡麵當歸雞絲蛋包飯
syl2/shi-fu-e-rou,2,True,,kaohsiung-city,120.3120346069336,22.62033462524414,34,台式,['台式'],台式,5,人氣精選 前10名單點飯及麵湯品小菜,26,無骨鵝肉飯無骨鵝肉切盤無骨鵝肉冬粉綜合下水下水湯無骨鵝肉乾麵桂竹筍鵝血糕無骨鵝肉湯麵鵝肉湯鵝肉前段4/1鵝肉後段4/1無骨鵝肉切盤鵝頭鵝腿鵝翅綜合下水鵝油辣椒無骨鵝肉乾麵無骨鵝肉飯無骨鵝肉湯麵無骨鵝肉冬粉鵝肉湯鵝腸湯鵝心肝湯鵝血糕湯下水湯鵝丸湯涼拌鴨掌麻油豬肝涼拌豬耳絲鵝血糕鹹蜆仔桂竹筍涼拌小黃瓜燙青菜,5,無骨鵝肉飯無骨鵝肉切盤無骨鵝肉冬粉無骨鵝肉乾麵無骨鵝肉飯鵝腸湯
q0qq/ji-nai-te-dian-jing-wang-ka-san-duo-dian,2,False,ji-nai-te-dian-jing-wang-ka,kaohsiung-city,120.3120346069336,22.62033462524414,28,台式,"['麵食', '台式']",麵食台式,7,經典套餐優惠價蔥燒原汁牛肉系列鍋燒系列米飯類系列湯粥扁食系列經典炸物系列飲品系列,33,燴飯+可樂蔥燒原牛蛋意麵蔥燒原牛蛋雞絲麵蔥燒原牛蛋泡麵蔥燒原牛蛋泡飯鍋燒意麵鍋燒雞絲鍋燒泡麵鍋燒泡飯招牌肉燥飯紅燒牛腩燴飯印度咖哩雞燴飯沙茶嫩羊肉燴飯黑胡椒牛小排燴飯川味宮保雞丁燴飯塔香三杯嫩雞燴飯白醬雞肉燉飯手工餛飩湯手工水餃小肉豆雞米花麥克雞塊美式脆薯黑輪片香酥雞地瓜薯條炸物拼盤A炸物拼盤B炸物拼盤C檸檬紅茶阿華田可樂梅子可樂,6,燴飯+可樂蔥燒原牛蛋意麵蔥燒原牛蛋泡麵招牌肉燥飯黑胡椒牛小排燴飯手工水餃
y0dc/a-zhan-e-rou-dian,2,False,,kaohsiung-city,120.3120346069336,22.62033462524414,13,台式,['台式'],台式,3,精緻餐點湯類飲料,23,鵝胸肉切盤鵝腿肉切盤燙青菜鵝血糕白飯鵝香飯【無肉】鵝後腿骨肉鵝頭、脖子滷蛋豆干海帶滷大腸切仔麵湯乾切仔麵米粉湯乾米粉陽春麵湯乾陽春麵貢丸湯筍干湯下水湯鵝肉湯蘋果C打,6,鵝胸肉切盤鵝腿肉切盤燙青菜鵝血糕鵝香飯【無肉】筍干湯
a4cm/1314tan-kao-san-ming-zhi,1,False,,kaohsiung-city,120.3120346069336,22.62033462524414,37,台式,"['早餐', '台式']",早餐台式,10,炭烤三明治系列炸碳烤日式夾堡系列蒸碳烤德式熱狗堡系列麵麵俱到系列厚片系列輕食小點系列義式咖啡系列果茶飲品系列低糖紅蘿蔔厚片系列戲咻仔小點系列,53,蔬菜夾蛋土司碳烤火腿蛋土司碳烤肉鬆蛋土司蜜汁燒肉蛋土司碳烤培根蛋土司法式洋芋蛋沙拉土司碳烤鮪魚蛋土司碳烤燻雞蛋土司碳烤特製總匯土司里肌肉夾堡漢堡肉夾堡雞腿排夾堡酸瓜德式熱狗堡培根德式熱狗堡燒肉炒炮麵辣豬炒炮麵奶酥厚片花生厚片巧克力厚片香蒜奶油厚片法式焗烤洋芋厚片【蛋奶素 | 新鮮自製】法式焗烤鮪魚厚片法式焗烤燻雞厚片麥克雞塊美式脆薯薯餅洋蔥圈小肉豆綜合黑咖啡拿鐵咖啡極品紅茶豆漿紅茶豆漿古早味冬瓜茶鮮奶茶冬瓜檸檬紅茶檸檬100%樹頂蘋果汁【限冰飲】鮮奶蜜茶（純龍眼蜂蜜）蜂蜜水果醋【限冰飲】經典巧克力拿鐵蜂蜜黃金香柚茶伯爵鮮奶茶【唐寧】巧克力厚片奶酥厚片花生厚片荷包蛋散蛋歐姆蛋起士蛋燒肉培根德國香腸淋蛋小肉豆洋芋泥沙拉,6,碳烤火腿蛋土司碳烤肉鬆蛋土司蜜汁燒肉蛋土司碳烤鮪魚蛋土司碳烤特製總匯土司奶酥厚片
a1xs/san-wei-qiao-tai-wan-xiao-chi-gao-xiong-zhong-xiao-dian,2,True,,kaohsiung-city,120.3120346069336,22.62033462524414,61,台式,"['麵食', '台式']",麵食台式,6,套餐類飯類麵類、泡飯湯類青菜類醍味小菜,61,蔥燒豬排飯套餐(無附湯)豬腳飯套餐(無附湯)烏醋雞翅丁飯套餐(無附湯)筒仔米糕套餐(無附湯)雞滷飯套餐(無附湯)雞肉絲飯套餐(無附湯)肉燥飯套餐(無附湯)豬油拌飯套餐(無附湯)蔥燒豬排飯豬脚飯烏醋雞翅丁飯筒仔米糕雞滷飯雞肉絲飯肉燥飯豬油拌飯白飯湯麵乾麵蔥燒豬排麵豬脚麵黃金泡菜雞肉絲麵排骨酥麵人蔘雞麵香菇雞麵剝皮辣椒雞麵麻油雞麵養生龍骨髓湯人蔘雞湯香菇雞湯剝皮辣椒雞湯麻油雞湯蜆仔湯招牌排骨酥湯苦瓜排骨湯蘿蔔湯魚丸湯貢丸湯地瓜葉大陸妹空心菜滷高麗菜滷筍乾特製辣椒貢丸.油豆腐.滷蛋貢丸油豆腐滷蛋豬脚一份烏醋雞翅丁【單點】黃金泡菜煙燻豬耳朵皮蛋豆腐蒜香鳳螺煙燻卷條丁香花生涼拌鴨掌丁香豆干豆干絲小黃瓜大頭菜,6,蔥燒豬排飯雞肉絲飯香菇雞湯招牌排骨酥湯苦瓜排骨湯地瓜葉
v1q6/gao-xiong-zhou-shao-rou-fan-gao-xiong-zhong-xiao-dian,1,True,gao-xiong-zhou-shao-rou-fan,kaohsiung-city,120.3120346069336,22.62033462524414,9,台式,"['台式', '便當']",台式便當,1,店家推薦,8,燒肉加菜便當大燒肉飯滷肉加菜便當大滷肉飯味噌湯滷蛋滷豆腐滷丸,4,燒肉加菜便當大燒肉飯味噌湯NANANA
tkcz/chen-wu-cui-hua-bian-dang-zhuan-mai-dian,2,False,,kaohsiung-city,120.3120346069336,22.62033462524414,20,台式,"['台式', '便當']",台式便當,4,便當類獨家便當飲品類湯品類,19,翠華豬腳便當梅干扣肉便當炸排骨便當乾煎鯖魚便當炸雞腿排便當花椰菜雞便當泰式打拋豬肉便當南蠻雞便當薑燒豬肉便當薑燒牛肉便當牛肉丼便當豬肉丼便當筍乾封肉便當決明子麥茶福田紅茶福田鮮奶茶泰式奶茶藥頭豬腳湯藥頭排骨湯,6,梅干扣肉便當炸排骨便當乾煎鯖魚便當炸雞腿排便當泰式打拋豬肉便當南蠻雞便當
y5rq/jin-hong-he-zi-jian,1,True,,kaohsiung-city,120.3120346069336,22.62033462524414,18,台式,"['麵食', '台式']",麵食台式,7,飯類麵類粥類煎類小菜類湯類羹類,34,雞肉飯肉燥飯香腸飯便當陽春麵米粉餛飩麵海產麵海產米粉魚皮粥海產粥招牌蚵仔煎蝦仁煎花枝煎蛋煎蔬菜煎綜合煎貢丸油豆腐滷蛋香腸燙青菜【季節】白飯蛋花湯貢丸湯魚丸湯餛飩湯蚵仔湯蛤蜊湯魚皮湯香菇肉羹魚丸羹花枝羹蝦仁羹綜合羹,6,雞肉飯招牌蚵仔煎蝦仁煎綜合煎燙青菜【季節】香菇肉羹
d6kg/zhi-zi-bing-cheng-gao-xiong-min-sheng-dian,2,False,,kaohsiung-city,120.3120346069336,22.62033462524414,26,台式,"['台式', '便當']",台式便當,5,吃飽飽系列健康素食套餐系列吃巧巧系列喝涼涼系列吃冰冰系列,26,所有飲品甜度均固定，無法選擇甜度原味香酥大雞腿排套餐古早味香菇滷肉套餐古早味白菜滷肉煲套餐元氣鮮茄牛肉煲套餐南瓜海鮮濃湯煲套餐帶骨里肌排套餐香滷豬腳煲套餐椒麻雞腿排套餐素白菜滷蔬食煲套餐素南瓜煲套餐五塊雞塊搭指定飲料薯條搭指定飲料招牌大雞腿搭指定飲料鮮檸冬瓜露【冰】鮮奶紅茶【冰】冬瓜茶香蕉清冰漂浮紅茶香蕉清冰漂浮熱咖啡冰黑咖啡熱拿鐵咖啡冰拿鐵咖啡漂浮冰咖啡冰紅茶紅豆牛奶冰-2入分享杯芋頭聖代+紅豆牛奶冰-2入分享杯,6,原味香酥大雞腿排套餐古早味香菇滷肉套餐古早味白菜滷肉煲套餐元氣鮮茄牛肉煲套餐帶骨里肌排套餐椒麻雞腿排套餐
y9pu/nong-jia-bao,2,False,,kaohsiung-city,120.3120346069336,22.62033462524414,38,台式,['台式'],台式,15,茶、豆奶類果汁類牛奶類多多類原汁100%果汁類冰沙套餐單點小點吐司類厚片吐司類法國吐司蛋堡類三明治蛋餅類鍋燒麵類,114,紅茶綠茶麥茶冬瓜茶大麥紅茶鮮奶紅茶大麥奶茶綠豆湯南瓜牛奶咖啡牛奶布丁牛奶綠豆沙牛奶巧克力牛奶蜂蜜茶楊桃蜜梅醋百香果汁芭樂汁百香芭樂芒果汁草莓汁蘋果汁火龍果汁奇異果汁葡萄汁鳳梨汁蕃茄汁檸檬汁葡萄牛奶芒果牛奶草莓牛奶香蕉牛奶蘋果牛奶火龍果牛奶蜂蜜酪梨牛奶百香果多多芭樂多多芒果多多草莓多多香蕉多多蘋果多多火龍果多多奇異果多多葡萄多多鳳梨多多蕃茄多多胡蘿蔔原汁五味蔬果汁芒果冰沙草莓冰沙火龍果冰沙百香果冰沙檸檬冰沙巧克力冰沙1號餐2號餐3號餐4號餐5號餐6號餐7號餐蘿蔔糕2片熱狗2條火腿漢堡肉片培根奶油吐司草莓吐司奶香吐司花生吐司奶酥吐司巧克力吐司夾蛋吐司火腿蛋吐司培根蛋吐司夾肉蛋吐司鮪魚蛋吐司起司蛋吐司肉鬆蛋吐司奶油厚片吐司草莓厚片吐司奶香厚片吐司花生厚片吐司奶酥厚片吐司巧克力厚片吐司無餡法國吐司肉鬆法國吐司火腿法國吐司培根法國吐司夾肉法國吐司起司法國吐司鮪魚法國吐司玉米法國吐司煉乳法國吐司蛋堡火腿蛋堡培根蛋堡夾肉蛋堡起司蛋堡鮪魚蛋堡玉米蛋堡熱狗蛋堡肉鬆蛋堡總匯三明治特製總匯三明治原味蛋餅火腿蛋餅培根蛋餅起司蛋餅鮪魚蛋餅玉米蛋餅熱狗蛋餅肉鬆蛋餅乾炒泡麵【微辣】,6,鮮奶紅茶巧克力厚片吐司肉鬆法國吐司夾肉蛋堡總匯三明治特製總匯三明治
v470/xi-luo-ya-shan-shi-gao-xiong-ling-ya-dian,2,True,,kaohsiung-city,120.3120346069336,22.62033462524414,15,台式,['台式'],台式,3,主食單點湯類,36,松阪豬肉飯鴨肉飯【大】鴨肉飯【小】特製鴨肉乾麵香拌麵線【乾】乾麵【油麵】鴨油拌飯當歸鴨肉當歸下水當歸脆腸當歸松阪豬肉當歸豬心當歸排骨鴨肉丸子當歸湯松阪豬肉【盤】鴨肉【半隻】鴨肉【盤】脆腸【盤】下水【乾】豬心【乾】米血【乾】燙大陸妹燙地瓜葉燙高麗菜鴨屁股當歸松阪豬肉湯當歸豬心湯當歸排骨湯當歸鴨肉湯當歸下水湯當歸脆腸湯當歸鴨肉丸湯當歸米血湯當歸高麗菜湯當歸清湯,6,鴨肉飯【大】鴨肉飯【小】特製鴨肉乾麵鴨肉【盤】當歸下水湯當歸鴨肉丸湯
yql9/xiao-yu-fan-tuan,1,False,,kaohsiung-city,120.3120346069336,22.62033462524414,16,台式,['台式'],台式,4,飯糰類割包類主食類單點,30,素火腿牛蒡飯糰香腸飯糰鹹蛋飯糰照燒雞飯糰燒肉飯糰爌肉飯糰泰式打拋肉飯糰玉米起司蛋飯糰沙拉柴魚雞排飯糰雞排+打拋肉飯糰鹹蛋黃+打拋肉飯糰素食火腿割包爌肉割包燒肉割包照燒雞排割包泰式打拋肉割包沙拉柴魚雞排割包玉米起司蛋割包泡菜燒肉割包雞排+打拋肉割包鹹蛋黃+打拋肉割包日式壽喜燒飯日式壽喜燒拌麵泰式打拋肉飯泰式打拋肉拌麵泡菜燒肉飯泡菜燒肉拌麵蝦仁肉絲蛋炒飯紅燒排骨刀削麵炒青菜,6,香腸飯糰照燒雞飯糰泰式打拋肉飯糰雞排+打拋肉飯糰素食火腿割包爌肉割包
