rest_link,budget_dummy,discount_dummy,chain_dummy,city_dummy,longitude,latitude,pic_count,primary_cuisine,cuisines_list,cuisine_names,categories_count,category_names,products_count,products_names,feat_products_count,feat_products_names
zc0l/ding-hao-chi-tie-ban-shao-tai-zhong-jian-xing-dian,1,False,,taichung-city,120.81362915039062,24.22002410888672,17,台式,"['鐵板燒', '台式']",鐵板燒台式,3,套餐加點飲品,24,豬肉套餐雞肉套餐牛肉套餐松阪豬套餐大草蝦套餐扇貝套餐鮭魚套餐扁鱈套餐大雞腿套餐薄鹽鯖魚套餐現炒花枝套餐霜降豬套餐鐵板豆腐套餐白飯荷包蛋蔥蛋白蝦香煎干貝味噌湯可樂七喜橘子汽水冬瓜檸檬檸檬紅茶,6,豬肉套餐雞肉套餐牛肉套餐大雞腿套餐霜降豬套餐鐵板豆腐套餐
y9kx/da-hu-guo-yin-tai-zhong-jian-xing-dian,2,True,,taichung-city,120.81362915039062,24.22002410888672,10,台式,"['台式', '火鍋']",台式火鍋,3,指定餐點專區精緻鍋品其他,25,豬肉片X2貢丸X2三倍沙茶豬肉鍋麻辣豬肉鍋麻辣牛肉鍋麻辣羊肉鍋大腸臭臭鍋海鮮豆腐鍋泡菜鍋泡菜臭臭鍋麻辣鍋鴨血臭臭鍋咖哩鍋醬燒牛肉鍋醬燒羊肉鍋醬燒豬肉鍋沙茶鍋起士咖哩鍋滷鴨血白飯牛肉片羊肉片豬肉片蝦子貢丸,6,豬肉片X2麻辣牛肉鍋大腸臭臭鍋海鮮豆腐鍋泡菜鍋醬燒牛肉鍋
d4sy/hong-ye-han-bao-tai-zhong-fu-kang-dian,1,False,,taichung-city,120.81362915039062,24.22002410888672,48,台式,"['早餐', '台式']",早餐台式,16,套餐系列漢堡系列烤吐司系列帕瑪森潛艇堡系列總匯三明治系列義式捲餅系列起司蛋餅系列蛋餅系列香頌系列歐式燒餅系列鐵板麵系列厚片系列薄片系列美味小點系列研磨咖啡系列飲料區,111,1號美式奔牛堡套餐(奔牛+起司+薯條+脆皮堡)2號起飛嫩雞堡套餐(飛力雞排+起司+薯條+圓帕堡)3號雙層豬肉起司堡套餐(兩片漢堡肉+起司+薯條)4號德式香腸帕瑪森套餐(德式香腸+帕瑪森乾酪堡+起司+薯條)5號歐式薯泥沙拉套餐(生菜沙拉+燒餅+培根+滑蛋+薯泥)6號法式香蒜帕瑪森套餐(生菜沙拉+香蒜帕瑪森+火腿+滑蛋+薯泥)7號義式檸檬雞柳麵套餐(鐵板麵+檸檬雞柳)8號日式醬爆燒肉套餐(鐵板麵+豬柳+蛋)9號嫩煎里肌鐵板麵套餐(鐵板麵+里肌肉+蛋)10號招牌總匯套餐(招牌總匯+薯條)11號香蔥吉拿套餐(吉拿棒+蘿蔔糕+荷包蛋)12號歡樂兒童餐(熱狗+雞塊+薯條+吐司)里肌起司蛋帕瑪森堡套餐(吉拿棒+起司)檸檬雞柳帕瑪森堡套餐(吉拿棒+起司)雙層豬肉起司堡原味咔啦雞腿蛋堡辣味咔啦雞腿蛋堡起士雞排蛋堡嫩煎里肌蛋堡燻雞蛋堡勁辣雞腿蛋堡（煎）美式奔牛脆皮堡招牌豬肉起司堡招牌豬肉蛋堡麥香雞蛋堡金蝦蛋堡起飛嫩雞堡勁辣雞腿蛋吐司（煎）嫩煎里肌蛋吐司培根蛋吐司火腿蛋吐司起士蛋吐司肉鬆蛋吐司德式香腸帕瑪森潛艇堡義式雞腿帕瑪森潛艇堡嫩煎里肌帕瑪森潛艇堡薯泥沙拉帕瑪森潛艇堡洋蔥鮪魚帕瑪森潛艇堡招牌總匯三明治嫩煎里肌總匯三明治燻雞總匯三明治馬鈴薯泥沙拉義式捲餅嫩煎里肌義式捲餅義式雞腿義式捲餅德式香腸義式捲餅嫩煎里肌起司蛋餅洋蔥鮪魚起司蛋餅培根起司蛋餅火腿起司蛋餅玉米起司蛋餅鮮蔬起司蛋餅肉鬆起司蛋餅嫩煎里肌蛋餅培根蛋餅洋蔥鮪魚蛋餅火腿蛋餅玉米蛋餅起士蛋餅勁辣雞腿香頌（煎）起士雞排香頌馬鈴薯泥沙拉香頌鮮蔬沙拉香頌勁辣雞腿歐式燒餅（煎）義式雞腿歐式燒餅嫩煎里肌歐式燒餅馬鈴薯泥沙拉歐式燒餅鮮蔬沙拉歐式燒餅嫩煎里肌鐵板麵-蘑菇口味嫩煎里肌鐵板麵-黑胡椒口味日式醬爆燒肉炒麵-沙茶口味日式醬爆燒肉炒麵-蔥燒口味義式檸檬雞柳麵-青醬口味義式檸檬雞柳麵-白醬口味義式檸檬雞柳麵-紅醬口味香蒜厚片奶酥厚片花生厚片巧克力厚片培根焗烤厚片鮪魚焗烤厚片草莓厚片奶油厚片花生薄片巧克力薄片草莓薄片奶油薄片奶酥薄片香蒜薄片蔥抓餅加蛋香蔥吉拿棒檸檬雞柳條香酥蘿蔔糕薯餅香酥雞塊薯條熱狗玉米濃湯拿鐵咖啡特調咖啡美式黑咖啡鴛鴦奶茶招牌紅茶原味豆漿弘爺奶茶薏仁漿柳橙汁蔓越莓汁弘爺鮮奶茶薏仁牛奶豆奶茶米漿,6,玉米蛋餅蔥抓餅加蛋香酥雞塊薯條玉米濃湯弘爺鮮奶茶
uvwj/shi-you-zao-can,2,True,,taichung-city,120.81362915039062,24.22002410888672,42,台式,"['早餐', '台式']",早餐台式,6,室友雞蛋餅室友小點心室友一點點厚片吐司室友烤蛋吐司室友蔥抓餅室友茶飲,70,室友香蔥蛋餅香甜玉米蛋餅香純肉鬆蛋餅九層塔香蛋餅煙燻培根蛋餅香焙火腿蛋餅玉米鮪魚蛋餅香嫩熱狗蛋餅安佳起司蛋餅香脆薯餅蛋餅三種起司蛋餅德式香腸蛋餅皮蛋肉鬆蛋餅里肌豬排蛋餅剝皮辣椒豬里肌蛋餅室友總匯蛋餅荷包蛋【半熟】荷包蛋【全熟】蔥燒蛋九層塔蛋小熱狗香脆薯餅德式香腸蘿蔔糕小雞塊小肉豆波霸薯條芋泥地瓜球古早味炸湯圓炸煉乳銀絲卷薯餅起司蛋撻室友炸物拼盤巧克力花生奶酥田園蔬菜吐司香純肉鬆吐司香焙火腿吐司香甜玉米吐司室友香蔥吐司九層塔香吐司煙燻培根吐司玉米鮪魚吐司安佳起司吐司三種起司吐司德式香腸吐司薯餅起司蛋塔吐司里肌豬排吐司花醬豬里肌吐司剝皮辣椒豬里肌吐司室友總匯吐司原味蔥抓餅蔥抓餅加蛋蔥抓餅九層塔蛋室友紅茶【中杯】室友紅茶【大杯】室友豆漿【中杯】室友豆漿【大杯】室友奶茶【中杯】室友奶茶【大杯】蜂蜜紅茶【中杯】蜂蜜紅茶【大杯】豆漿紅茶【中杯】豆漿紅茶【大杯】胚芽豆漿【中杯】胚芽豆漿【大杯】胚芽奶茶【中杯】胚芽奶茶【大杯】芝麻奶茶【中杯】芝麻奶茶【大杯】,6,香甜玉米蛋餅皮蛋肉鬆蛋餅炸煉乳銀絲卷薯餅起司蛋撻室友總匯吐司蔥抓餅加蛋
a3eo/wu-ji-ge-bao,1,False,,taichung-city,120.81362915039062,24.22002410888672,14,台式,"['台式', '便當']",台式便當,4,便當套餐系列湯類小菜系列飲料系列,21,便當套餐1便當套餐2酸菜豬肚湯四神豬肚湯四神湯【小腸】腦髓湯豬血湯貢丸湯筍片湯川燙魷魚蒜泥白肉豬心無骨鳳爪皮蛋豆腐香腸青菜涼拌豆腐滷蛋紅茶冬瓜茶冬瓜紅茶,6,便當套餐1便當套餐2四神豬肚湯無骨鳳爪皮蛋豆腐NA
b2m4/zao-jiao,2,True,,taichung-city,120.81362915039062,24.22002410888672,9,台式,"['台式', '便當']",台式便當,5,滷類飯類炸類小菜類湯類,28,雞胗油豆腐雞心大豆乾海帶豬舌豬耳朵大腸腱子肉豬油拌飯滷肉飯炸豆腐炸香腸炸雞卷燙青菜章魚粉腸骨仔肉蟹肉棒沙拉魚皮醬燒鳳螺貢丸湯豆腐湯骨仔肉湯粉腸湯綜合湯魚皮湯大腸湯,6,滷肉飯炸豆腐炸香腸炸雞卷燙青菜章魚
e0je/xia-chu-bao-shou-zuo-chen-shi,1,True,,taichung-city,120.81362915039062,24.22002410888672,58,台式,"['早餐', '台式']",早餐台式,13,指定餐點專區經典套餐漢堡吐司鐵板麵果醬麵包中西餐點總匯吐司乳酪餅蛋餅陽光堡起士堡飲料,128,草莓吐司(薄片)X2熱狗x21號套餐2號套餐3號套餐4號套餐5號套餐6號套餐7號套餐8號套餐9號套餐10號套餐蔬菜漢堡起士漢堡火腿漢堡培根漢堡豬肉漢堡豬排漢堡香雞漢堡燻雞漢堡薯餅漢堡鮪魚漢堡鱈魚漢堡鮮蝦漢堡牛肉漢堡花生牛肉起士漢堡卡拉雞腿漢堡香煎雞腿漢堡蔬菜吐司起士吐司火腿吐司培根吐司豬肉吐司豬排吐司香雞吐司燻雞吐司薯餅吐司鮪魚吐司鱈魚吐司鮮蝦吐司牛肉吐司花生牛肉起士吐司卡拉雞腿吐司香煎雞腿吐司黑胡椒鐵板麵蘑菇鐵板麵肉醬鐵板麵宮保雞丁鐵板麵奶油培根鐵板麵塔香辣肉醬鐵板麵奶油吐司花生吐司草莓吐司椰香吐司香蒜吐司巧克力吐司葡萄奶酥吐司蔥抓餅港式蘿蔔糕熱狗薯餅薯條麥克雞塊檸檬雞柳條卡拉雞腿煎餃煎餃蔥蛋鍋貼小煎包炸元寶荷包蛋豬肉總匯吐司豬排總匯吐司香雞總匯吐司牛肉總匯吐司卡拉雞腿總匯吐司香煎雞腿總匯吐司蔬菜乳酪餅起士乳酪餅火腿乳酪餅培根乳酪餅豬肉乳酪餅豬排乳酪餅燻雞乳酪餅香煎雞腿蛋餅原味蛋餅起士蛋餅蔬菜蛋餅火腿蛋餅培根蛋餅豬肉蛋餅豬排蛋餅香雞蛋餅燻雞蛋餅薯餅蛋餅鮪魚蛋餅牛肉蛋餅卡拉雞腿蛋餅豬排陽光堡香雞陽光堡燻雞陽光堡牛肉陽光堡卡拉雞腿陽光堡香煎雞腿陽光堡培根陽光堡豬肉陽光堡豬排起士堡香雞起士堡燻雞起士堡牛肉起士堡卡拉雞腿起士堡香煎雞腿起士堡培根起士堡豬肉起士堡紅茶奶茶美式研磨咖啡特調研磨咖啡咖啡拿鐵檸檬紅茶柳橙汁檸檬汁蔓越莓汁豆漿瓶裝牛奶【原味】瓶裝牛奶【巧克力】瓶裝牛奶【麥芽】鮮奶茶,6,草莓吐司(薄片)X2熱狗x28號套餐豬肉漢堡卡拉雞腿漢堡起士蛋餅
b1jt/a-bao-a-bao-chen-shi-guan-tai-zhong-fu-kang-dian,1,False,,taichung-city,120.81362915039062,24.22002410888672,28,台式,"['早餐', '台式']",早餐台式,10,吃好堡/咬土司人手一捲餅法蘭西多士/月半厚片巷口雞蛋餅雜糧堡/千層堡/軟法主廚蔬食沙拉輕鬆小點在地媽媽炒麵飲品咖啡,73,需要加辣一律加進餐點內，恕不额外提供醬包飲料都會有碎冰香甜玉米蛋澳洲來的牛肉加蛋在海裡游泳的鮪魚蛋漢堡豬肉蛋黃金里肌烤肉蛋親子香雞蛋花枝玉子共舞咔滋雞腿蛋【原味】咔滋雞腿蛋【辣味】黃金里肌烤肉捲餅浪花舞花枝捲餅彈跳蝦排捲餅卡滋雞腿捲餅【原味】卡滋雞腿捲餅【辣味】Jam果醬土司Jam果醬厚片起司奶油分不開厚片絕配燻雞起司厚片Jam果醬法蘭西多士鹹香培根法蘭西多士在海裡游泳的鮪魚法蘭西多士黃金里肌烤肉法蘭西多士香甜玉米蛋餅濃郁起司蛋餅新鮮㊣洋蔥蛋餅大片火腿蛋餅鹹香培根蛋餅在海裡游泳的鮪魚蛋餅爆餡拔絲蛋餅【厚酥】黃金里肌烤肉蛋餅素1蔬菜沙拉雜糧堡Curry孜然雞排雜糧堡Curry孜然豬排雜糧堡冰州魚排雜糧堡素2蕃茄萵苣千層酥萬人迷洋芋蔬食千層酥清脆萵苣烤肉千層酥煙燻雞肉軟法清脆萵苣烤肉軟法新鮮波特多沙拉土司煎艾格MC HOT DOG乓貢貢玉米濃湯洋芋薯餅銷魂鍋貼台中人炒麵爆汁雞塊米花雞球逮彎郎蔡桃貴歪國人脆薯米國美式湯麵鹹香培根炒麵黃金里肌烤肉炒麵咕咕雞排炒麵齁齁豬排炒麵後熟紅茶呵呵翡翠綠High Mountain青非基改磨豆漿後熟奶茶呵呵翡翠奶綠High Mountain青奶維多利亞女王茶湯金黃烏龍逮彎阿里山玄米玉露四季半熟綠豆奶拿鐵獨家特調咖啡美式黑咖啡醇奶拿鐵咖啡,6,香甜玉米蛋餅濃郁起司蛋餅銷魂鍋貼台中人炒麵爆汁雞塊黃金里肌烤肉炒麵
e9hi/zao-an-mei-zhi-cheng-tai-zhong-huo-li-da-de,1,True,,taichung-city,120.81362915039062,24.22002410888672,41,台式,"['早餐', '台式']",早餐台式,18,指定餐點專區美式漢堡朝食吐司經典吐司豐盛總匯系列蛋餅丹麥吐司佛卡夏美式貝果法式燒餅牛角可頌香榭軟法嚴選黑金豆咖啡小農系列嚴選茶飲點心小品午餐系列早午組合餐,103,早美紅茶(360ml)X2早美奶茶(360ml)X2招牌豬肉堡黃金蝦餅堡紐奧良辣雞堡鮮嫩豬柳堡里肌豬排堡卡啦辣雞腿堡薯泥堡起司豬肉蛋堡起司辣雞蛋堡阿拉斯加鱈魚堡日式燒肉蛋堡美式花生醬牛肉堡美式經典牛肉堡墨西哥辣牛肉堡朝食厚吐司牧場蛋沙拉朝食吐司鮪魚沙拉吐司招牌豬肉吐司培根吐司鮮嫩豬柳吐司起司豬肉蛋吐司起司辣雞蛋吐司里肌豬排吐司果醬吐司招牌總匯辣雞總匯里肌總匯墨西哥辣牛總匯玉米蛋餅火腿蛋餅原味特製蛋餅培根蛋餅鮪魚沙拉蛋餅起司蛋餅薯泥起司蛋餅高讚塔豬柳蛋餅里肌豬排蛋餅混蛋蘿蔔糕港式蘿蔔糕薯泥丹麥培根丹麥鮪魚沙拉丹麥厚蛋起士燒丹麥藍莓乳酪佛卡夏蛋沙拉佛卡夏鮪魚沙拉佛卡夏里肌豬排佛卡夏藍莓乳酪貝果瑞士苺果貝果蘋果核桃貝果蘋果核桃燒餅培根蛋燒餅厚蛋起司燒餅薯泥可頌蘋果核桃可頌鮪魚沙拉可頌高讚塔豬柳可頌藍莓乳酪軟法香蒜法國軟法蘋果核桃軟法高讚塔豬柳軟法美式咖啡拿鐵咖啡(小)牧場鮮奶茶(大)牧場鮮奶茶(小)牧場鮮奶青(大)牧場鮮奶青好農厚鮮奶茶(500ml)【限冷飲.甜度固定】(小)台灣四季春(大)台灣四季春(小)典藏紅茶(大)典藏紅茶(小)皇家奶茶(大)皇家奶茶(小)可可亞(大)可可亞(小)非基改豆漿(大)非基改豆漿荷包蛋熱狗薯餅蜂蜜小鬆餅蕈菇濃湯麥克雞塊德式香腸黃金脆薯手工泰式月亮蝦餅脆皮雞唐揚台農甜心甘薯條日式燒肉蛋丼飯雞唐揚飯丼飯川香椒麻鍋燒懷舊沙茶鍋燒豬柳鐵板麵雙醬朝食厚吐司餐南洋風情餐金黃豬柳總匯餐經典里肌總匯餐德式香腸鬆餅餐Juicy雞唐揚濃湯餐歡樂兒童餐,6,早美奶茶(360ml)X2美式花生醬牛肉堡(大)牧場鮮奶茶蕈菇濃湯麥克雞塊豬柳鐵板麵
l1lj/ri-qing-chen-shi,1,False,,taichung-city,120.81362915039062,24.22002410888672,34,台式,"['早餐', '台式']",早餐台式,7,傳統美食美味蛋餅美味吐司夾蛋小點心美味果醬輕食沙拉日青飲品,47,手工鍋貼懷舊炒麵經典原味蛋餅香甜玉米蛋餅香香肉鬆蛋餅濃濃起司蛋餅遠洋鮪魚蛋餅香燻培根蛋餅小巧熱狗蛋餅香脆薯餅蛋餅蘿蔔糕糕蛋餅卡拉雞排蛋餅起司乳酪蛋餅雞柳條蛋餅田園吐司夾蛋肉鬆吐司夾蛋起司吐司夾蛋鮪魚吐司夾蛋培根吐司夾蛋薯餅吐司夾蛋花生培根起司吐司夾蛋花生雞排起司吐司夾蛋泰式雞排吐司夾蛋雞排吐司夾蛋荷包蛋【全熟】荷包蛋【半熟】薯餅小熱狗小肉豆蘿蔔糕雞塊地瓜球香檸雞柳條草莓吐司花生吐司巧克力吐司奶油吐司奶酥吐司和風醬沙拉凱薩醬沙拉胡麻醬沙拉日青紅茶日青奶茶紅茶牛奶拿鐵咖啡美式咖啡可可牛奶,6,手工鍋貼懷舊炒麵濃濃起司蛋餅小肉豆蘿蔔糕日青奶茶
i0ij/ji-rou-ya-rou-e-rou-zhuan-mai-dian-dong-xing-shi-chang,2,False,,taichung-city,120.81362915039062,24.22002410888672,11,台式,"['台式', '便當']",台式便當,1,精緻餐點,14,鹹水鵝【後腿】鹹水鵝【翅胸】鹹水鴨【後腿】鹹水鴨【翅胸】烤鴨【後腿】烤鴨【翅胸】招牌甘蔗雞招牌鹹水雞油雞茶鵝雞胗雞肝鴨胗筍乾,6,鹹水鵝【後腿】烤鴨【後腿】烤鴨【翅胸】招牌甘蔗雞油雞茶鵝
m8uk/xiao-bo-shi-zao-wu-can-dian,1,False,,taichung-city,120.81362915039062,24.22002410888672,36,台式,"['早餐', '台式']",早餐台式,13,套餐漢堡/土司元氣滿福堡手工麵糊蛋餅中式早點可頌堡貝果手做鬆餅絲絲蛋捲湯品炸物焗烤厚片飲品,78,水餃套餐豪華鐵板麵套餐超值菠蘿套餐阿嫲的味道飽足感薯餅蛋漢堡/土司智慧鮪魚蛋漢堡/土司肌肉蛋漢堡/土司花生愛牛肉蛋漢堡/土司深海蝦排蛋漢堡/土司辣味咔啦雞腿蛋漢堡/土司嫩煎雞腿蛋漢堡/土司菜多多蛋漢堡/土司大滿足土司原味咔啦雞腿蛋漢堡/土司元氣滿福豬肉堡元氣滿福牛肉堡元氣滿福無骨雞腿堡元氣滿福里肌肉堡煙燻培根蛋餅智慧鮪魚蛋餅飽足感薯餅蛋餅醃製里肌肉蛋餅韓國泡菜蛋餅夜總匯蛋餅傳統炒麵鍋燒雞絲麵台式蘿蔔糕港式蘿蔔糕酥脆蔥抓餅地瓜抓餅飯糰果醬系列可頌火腿可頌里肌肉可頌原味咔啦可頌辣味咔啦可頌甜系列貝果火腿蛋貝果里肌肉貝果咔啦貝果嫩煎雞腿貝果蜂蜜奶油鬆餅巧克力鬆餅抹茶鬆餅雞塊蛋捲薯餅蛋捲菌菇蛋捲玉米濃湯雙丸湯雙腐湯Q彈熱狗酥酥薯餅好吃花枝丸雞塊黃金脆薯可樂餅啦肌拼盤窩窩頭夏威夷厚片鮪魚玉米厚片培根玉米厚片非基改自製豆漿非基改自製豆漿【溫】古早味紅茶古早味紅茶【溫】無香料綠茶無香料綠茶【溫】超級奶茶超級奶茶【溫】冬瓜茶女友可可女友可可【溫】抹茶鮮奶抹茶鮮奶【溫】黑嘎逼黑嘎逼【溫】黑嘎逼佐牛奶黑嘎逼佐牛奶【溫】,6,水餃套餐超值菠蘿套餐阿嫲的味道傳統炒麵港式蘿蔔糕雞塊
juqs/you-sen-kao-rou-fan,1,False,,taichung-city,120.81362915039062,24.22002410888672,2,台式,['台式'],台式,2,熊貓獨家套餐單點品項,10,烤豬排飯【獨家餐點】烤牛排飯【獨家餐點】沙朗牛排飯【獨家餐點】烤無骨雞腿飯【獨家餐點】雙倍烤豬排飯【獨家餐點】雙倍烤牛排飯【獨家餐點】雙倍沙朗牛排飯【獨家餐點】當日小菜【獨家餐點】白飯【獨家餐點】奶茶【獨家餐點】,5,烤豬排飯【獨家餐點】烤牛排飯【獨家餐點】沙朗牛排飯【獨家餐點】烤無骨雞腿飯【獨家餐點】NANA
cfgj/da-zhang-chu-ping-jia-xian-chao,2,True,,taichung-city,120.81362915039062,24.22002410888672,26,台式,"['麵食', '台式']",麵食台式,9,主食烤物冷盤類酥炸類現炒類各式青菜鐵板類三杯類各式湯品,69,牛肉炒飯羊肉炒飯蝦仁炒飯豬肉炒飯牛肉炒麵羊肉炒麵蝦仁炒麵豬肉炒麵白飯烤魚烤鹹豬肉龍蝦沙拉魚卵沙拉和風洋蔥醋冷筍沙拉鮑魚沙拉鹽酥蝦炸中捲脆皮肥腸蚵仔酥酥炸龍珠鳳梨蝦球炸花枝丸糖醋鮮魚炒中卷四季肥腸宮保雞丁宮保牛肉沙茶牛肉糖醋雞丁沙茶羊肉蔥爆羊肉五更腸旺麻辣臭豆腐紅燒豆腐蝦仁滑蛋回鍋肉炒鹹豬肉火爆三鮮燙中卷白灼嗆蝦豆鼓鮮蚵蔥爆牛肉椒鹽雞丁炒螺肉炒蛤仔菜脯蛋九層塔蛋麻婆豆腐蒜泥白肉客家小炒燙魷魚絲瓜蛤仔苦瓜鹹蛋各式青菜鐵板鴕鳥肉鐵板牛肉鐵板豆腐三杯田雞三杯中卷三杯雞三杯杏鮑菇十全大補雞湯鳳梨苦瓜雞湯剝皮辣椒雞湯燒酒雞湯香菇雞湯蛤仔湯蚵仔湯,6,蚵仔酥鳳梨蝦球宮保雞丁蔥爆牛肉菜脯蛋客家小炒
bgh8/peng-wei-jia-re-chao,3,True,,taichung-city,120.81362915039062,24.22002410888672,16,台式,['台式'],台式,12,熱炒類冷盤烤類三杯類宮保類金沙類蛋類酥炸類海鮮類青菜類湯鍋類炒麵飯,84,蔥爆豬肉絲蔥爆牛肉豆干豬肉絲豆干牛肉豆鼓青龍蒜泥白肉薑絲大腸炒鹹豬肉客家小炒鳳梨蝦球五更腸旺芹菜花枝糖醋雞丁糖醋排骨糖醋干貝蔥爆松阪豬泰式雞腿鹽水白蝦麻油白蝦麻油松阪豬XO醬甜椒干貝鹹酥骰子牛招牌鴨血時蔬燴三鮮泰式干貝百花釀蝦球上湯炒蝦麻油雞胇招牌八味鮮蝦冷筍沙拉冰鎮中卷鹽烤魚下巴碳烤松阪豬冷筍焗海鮮黃金烏魚子和牛肋排三杯雞三杯白蝦三杯中卷三杯豬腳宮保雞丁宮保牛肉宮保肥腸宮保中卷金沙豆腐金沙苦瓜金沙杏鮑菇金沙白蝦金沙中卷古早菜脯蛋九層塔烘蛋香嫩牛肉滑蛋香嫩蝦仁滑蛋鮮嫩干貝滑蛋香蒜雞翅椒鹽排骨鹽酥白蝦鹽酥龍珠四季肥腸香酥軟殼蟹鹽酥豬腳紅燒吳郭魚豆酥鱈魚樹子蒸鱸魚蒜蓉蒸草蝦清蒸石斑魚蒜蓉豆腐蝦蛄澳洲小龍蝦時蔬清炒高麗菜蛤蠣絲瓜麻油川七薑絲蛤仔【小】味噌鱸魚湯薑絲鱸魚湯鳳梨苦瓜烏骨雞蒜頭烏骨雞剝皮辣椒雞魷魚螺肉蒜鍋白鯧魚米粉鍋肉絲炒飯海鮮炒麵海鮮湯麵海鮮粥,1,NANANANANANA
e0fp/hong-ye-han-bao-tai-zhong-da-cheng-dian,1,True,,taichung-city,120.81362915039062,24.22002410888672,44,台式,"['早餐', '台式']",早餐台式,16,套餐系列漢堡系列烤吐司系列帕瑪森潛艇堡系列總匯三明治系列義式捲餅系列起司蛋餅系列蛋餅系列香頌系列歐式燒餅系列鐵板麵系列厚片系列薄片系列美味小點系列研磨咖啡系列飲料區,103,1號美式奔牛堡套餐(奔牛+起司+薯條+脆皮堡)2號起飛嫩雞堡套餐(飛力雞排+起司+薯條+圓帕堡)3號雙層豬肉起司堡套餐(兩片漢堡肉+起司+薯條)4號德式香腸帕瑪森套餐(德式香腸+帕瑪森乾酪堡+起司+薯條)5號歐式薯泥沙拉套餐(生菜沙拉+燒餅+培根+滑蛋+薯泥)6號法式香蒜帕瑪森套餐(生菜沙拉+香蒜帕瑪森+火腿+滑蛋+薯泥)7號義式檸檬雞柳麵套餐(鐵板麵+檸檬雞柳)9號嫩煎里肌鐵板麵套餐(鐵板麵+里肌肉+蛋)10號招牌總匯套餐(招牌總匯+薯條)11號香蔥吉拿套餐(吉拿棒+蘿蔔糕+荷包蛋)12號歡樂兒童餐(熱狗+雞塊+薯條+吐司)里肌起司蛋帕瑪森堡套餐(吉拿棒+起司)檸檬雞柳帕瑪森堡套餐(吉拿棒+起司)雙層豬肉起司堡原味咔啦雞腿蛋堡辣味咔啦雞腿蛋堡起士雞排蛋堡嫩煎里肌蛋堡燻雞蛋堡勁辣雞腿蛋堡（煎）美式奔牛脆皮堡招牌豬肉起司堡招牌豬肉蛋堡麥香雞蛋堡起飛嫩雞堡勁辣雞腿蛋吐司（煎）嫩煎里肌蛋吐司培根蛋吐司火腿蛋吐司起士蛋吐司肉鬆蛋吐司德式香腸帕瑪森潛艇堡嫩煎里肌帕瑪森潛艇堡薯泥沙拉帕瑪森潛艇堡洋蔥鮪魚帕瑪森潛艇堡招牌總匯三明治嫩煎里肌總匯三明治燻雞總匯三明治馬鈴薯泥沙拉義式捲餅嫩煎里肌義式捲餅德式香腸義式捲餅嫩煎里肌起司蛋餅洋蔥鮪魚起司蛋餅培根起司蛋餅火腿起司蛋餅玉米起司蛋餅鮮蔬起司蛋餅肉鬆起司蛋餅嫩煎里肌蛋餅培根蛋餅洋蔥鮪魚蛋餅火腿蛋餅玉米蛋餅起士蛋餅勁辣雞腿香頌（煎）起士雞排香頌馬鈴薯泥沙拉香頌鮮蔬沙拉香頌勁辣雞腿歐式燒餅（煎）嫩煎里肌歐式燒餅馬鈴薯泥沙拉歐式燒餅鮮蔬沙拉歐式燒餅嫩煎里肌鐵板麵-蘑菇口味嫩煎里肌鐵板麵-黑胡椒口味義式檸檬雞柳麵-青醬口味義式檸檬雞柳麵-白醬口味義式檸檬雞柳麵-紅醬口味香蒜厚片奶酥厚片花生厚片巧克力厚片鮪魚焗烤厚片草莓厚片奶油厚片花生薄片巧克力薄片草莓薄片奶油薄片奶酥薄片香蒜薄片蔥抓餅加蛋香蔥吉拿棒檸檬雞柳條香酥蘿蔔糕薯餅香酥雞塊薯條熱狗玉米濃湯拿鐵咖啡特調咖啡美式黑咖啡鴛鴦奶茶招牌紅茶原味豆漿弘爺奶茶薏仁漿柳橙汁蔓越莓汁弘爺鮮奶茶薏仁牛奶豆奶茶米漿,6,原味咔啦雞腿蛋堡辣味咔啦雞腿蛋堡玉米蛋餅香酥蘿蔔糕香酥雞塊玉米濃湯
t3ix/zhong-hua-she-wang-tai-zhong-zhong-hua-dian,3,False,she-wang-can-jiu-guan,taichung-city,120.81362915039062,24.22002410888672,8,台式,['台式'],台式,3,商業套餐湯品招牌熱炒,10,蛇肉蓋飯原味無骨蛇肉湯蒜味無骨蛇肉湯原味有骨蛇肉湯蒜味有骨蛇肉湯養生龍鳳燉蛇肉青菜三杯蛇肉麻油蛇肉白飯,1,NANANANANANA
s8fr/shi-wei-tian,1,False,,taichung-city,120.81362915039062,24.22002410888672,9,台式,"['台式', '便當']",台式便當,1,精緻餐點,10,燒肉飯雞腿飯雪魚飯控肉飯鹽燒牛肉飯經濟便當炸蝦飯豬腳飯排骨飯蒲燒鯛魚飯,1,NANANANANANA
z1xq/yu-guan-xiao-chi-dian,2,False,,taichung-city,120.81362915039062,24.22002410888672,7,台式,"['台式', '便當']",台式便當,1,精緻套餐,9,經典和風肉片飯江浙京都排骨飯無骨蜜汁豬排飯酥炸超大雞排飯厚切日式豬排飯特製泰式雞排飯煙燻蜜汁雞腿飯風味魯大雞腿飯巨無霸炸雞腿飯,2,煙燻蜜汁雞腿飯NANANANANA
